Módulo,Variable,Etiqueta
Salud adultos,a1102,A1102 ¿Cómo fue que se accidentó?
Salud adultos,a1103,A1103 ¿Llevaba puesto el cinturón?
Salud adultos,a1104,A1104 ¿Llevaba puesto el casco?
Salud adultos,a1105,A1105 ¿En qué lugar se encontraba cuando ocurrió el accidente?
Salud adultos,a1107,A1107 ¿Dónde lo/la atendieron cuando ocurrió el accidente?
Salud adultos,a1107e,A1107E Especifique:
Salud adultos,a1108,A1108 ¿Cuándo sufrió el accidente estaba bajo los efectos de…
Salud adultos,a1108e,A1108E Especifique:
Salud adultos,a1109,A1109 ¿Qué problema de salud permanente le ocasionó este accidente?
Salud adultos,a1109e,A1109E Especifique:
Salud adultos,a1201,"A1201 En los últimos 12 meses, ¿sufrió usted algun daño a su salud por robo, agresión o violencia?"
Salud adultos,a1202e,A1202E Especifique:
Salud adultos,a1203,A1203 ¿Cuál fue el principal motivo?
Salud adultos,a1203e,A1203E Especifique:
Salud adultos,a1204,A1204 ¿En qué lugar ocurrió el ataque o violencia?
Salud adultos,a1204e,A1204E Especifique:
Salud adultos,a1206,A1206 ¿En qué institución lo(a) atendieron cuando ocurrió el ataque o agresión?
Salud adultos,a1206e,A1206E Especifique:
Salud adultos,a1207,A1207 Cuando sufrió el ataque o violencia ¿estaba usted bajo los efectos de…
Salud adultos,a1207e,A1207E Especifique:
Salud adultos,a1208,A1208 ¿Qué problema de salud permanente le ocasionó el ataque o violencia?
Salud adultos,a1208e,A1208E Especifique:
Salud adultos,a1209,A1209 ¿Quién fue la persona que le atacó?
Salud adultos,a1210,"A1210 ¿A lo largo de su vida, alguien le manoseó, tocó o acarició alguna parte de su cuerpo o tuvo relaciones sexuales con usted cuando era muy pequeño/a?"
Salud adultos,a1211,A1211 ¿Alguna vez ha pensado en suicidarse?
Salud adultos,a1212,A1212 ¿Con qué frecuencia lo ha pensado?
Salud adultos,a1213,"A1213 ¿Alguna vez a propósito se ha herido, cortado, intoxicado o hecho daño con el fin de quitarse la vida?"
Salud adultos,a1214,A1214 ¿Esto fue en los últimos 12 meses?
Salud adultos,a1301,"A1301 Actualmente, ¿fuma tabaco…"
Salud adultos,a1302,A1302 ¿A qué edad comenzó a fumar productos del tabaco todos los días?
Salud adultos,a1303,"A1303 En pormedio, ¿cuántos cigarros fuma actualmente por día?"
Salud adultos,a1304,"A1304 En pormedio, ¿cuántos cigarros fuma actualmente por semana?"
Salud adultos,a1305,A1305 En el pasado ¿ha fumado productos del tabaco…
Salud adultos,a1306p,A1306P ¿Hace cuánto tiempo dejó definitivamente de fumar? PERIODO
Salud adultos,a1306t,A1306T ¿Hace cuánto tiempo dejó definitivamente de fumar? TIEMPO
Salud adultos,a1307,"A1307 Los cigarros electrónicos son productos que utilizan baterías u otros métodos para producir un vapor que puede contener nicotina. Se conocen como “e-cigarrete”, “Vape-pen”, “e-shisha” y “e-pipes”"
Salud adultos,a1308,"A1308 En los últimos 12 meses,¿Con qué frecuencia tomó al menos una copa ya sea de vino, cerveza, whisky o cualquier otra bebida que contenga alcohol?"
Salud adultos,a1309,"A1309 En los últimos 12 meses, ¿Con qué frecuencia tomó cinco o más copas de cualquier bebida alcohólica en una sola ocasión?"
Salud adultos,a1310,"A1310 En los últimos 12 meses, ¿Con qué frecuencia tomó cuatro o más copas de cualquier bebida alcohólica en una sola ocasión?"
Salud adultos,a1311,"A1311 En los últimos 30 días, ¿Tomó cinco o más copas de alcohol en al menos una ocasión"
Salud adultos,a1312,"A1312 En los últimos 30 días, ¿Tomó cuatro o más copas de alcohol en al menos una ocasión?"
Salud adultos,a1313,"A1313 En los últimos 3 meses, ¿le han realizado un test sobre consumo de alcohol al ser atendido por alguna necesidad de salud en alguna institución de salud?"
Salud adultos,a1314,A1314 ¿Recibió consejería sobre su consumo de alcohol?
Salud adultos,a13a1,A13A1 ¿Conoce o ha escuchado hablar alguna vez sobre el fentanilo?
Salud adultos,a13a10a,A13A10A Ha usado (mencione sustancia) en los últimos 12 meses? a) Mariguana
Salud adultos,a13a10b,A13A10B Ha usado (mencione sustancia) en los últimos 12 meses? b) Cocaina
Salud adultos,a13a10c,A13A10C Ha usado (mencione sustancia) en los últimos 12 meses? c) Crack
Salud adultos,a13a10d,A13A10D Ha usado (mencione sustancia) en los últimos 12 meses? d) Alucinógenos
Salud adultos,a13a10e,A13A10E Ha usado (mencione sustancia) en los últimos 12 meses? e) Inhalables
Salud adultos,a13a10f,A13A10F Ha usado (mencione sustancia) en los últimos 12 meses? f) Heroína
Salud adultos,a13a10g,A13A10G Ha usado (mencione sustancia) en los últimos 12 meses? g) Estimulantes
Salud adultos,a13a10h,A13A10H Has usado (mencione sustancia) en los últimos 12 meses? h) Otras drogas
Salud adultos,a13a11af,A13A11AF ¿Con que frecuencia usó (mencione sustancia)en los últimos 12 meses? a) Mariguana
Salud adultos,a13a11av,A13A11AV ¿Cuántas veces usó (mencione sustancia)en los últimos 12 meses? a) Mariguana
Salud adultos,a13a11bf,A13A11BF ¿Con que frecuencia usó (mencione sustancia)en los últimos 12 meses? b) Cocaina
Salud adultos,a13a11bv,A13A11BV ¿Cuántas veces usó (mencione sustancia)en los últimos 12 meses? b) Cocaina
Salud adultos,a13a11cf,A13A11CF ¿Con que frecuencia usaste (mencione sustancia)en los últimos 12 meses? c) Crack
Salud adultos,a13a11cv,A13A11CV ¿Cuántas veces usó (mencione sustancia)en los últimos 12 meses? c) Crack
Salud adultos,a13a11df,A13A11DF ¿Con que frecuencia usó (mencione sustancia)en los últimos 12 meses? d) Alucinógenos
Salud adultos,a13a11dv,A13A11DV ¿Cuántas veces usó (mencione sustancia)en los últimos 12 meses? d) Alucinógenos
Salud adultos,a13a11ef,A13A11EF ¿Con que frecuencia usó (mencione sustancia)en los últimos 12 meses? e) Inhalabes
Salud adultos,a13a11ev,A13A11EV ¿Cuántas veces usó (mencione sustancia)en los últimos 12 meses? e) Inhalables
Salud adultos,a13a11ff,A13A11FF ¿Con que frecuencia usó (mencione sustancia)en los últimos 12 meses? f) Heroína
Salud adultos,a13a11fv,A13A11FV ¿Cuántas veces y con que frecuencia usó (mencione sustancia)en los últimos 12 meses? f) Heroína
Salud adultos,a13a11gf,A13A11GF ¿Con que frecuencia usó (mencione sustancia)en los últimos 12 meses? g) Estimulantes
Salud adultos,a13a11gv,A13A11GV ¿Cuántas veces usó (mencione sustancia)en los últimos 12 meses? g) Estimulantes
Salud adultos,a13a11hf,A13A11HF ¿Con que frecuencia usó (mencione sustancia)en los últimos 12 meses? e) Otras drogas
Salud adultos,a13a11hv,A13A11HV ¿Cuántas veces y con que frecuencia usó (mencione sustancia)en los últimos 12 meses? h) Otras drogas
Salud adultos,a13a2e,A13A2E ESPECIFIQUE
Salud adultos,a13a3a,"A13A3A Casi todo el mundo toma medicamentos y sustancias por varias razones. Me podrías decir si ha tomado, usado, probado... a) Opiáceos"
Salud adultos,a13a3b,"A13A3B Casi todo el mundo toma medicamentos y sustancias por varias razones. Me podrías decir si ha tomado, usado, probado... b) Tranquilizantes"
Salud adultos,a13a3c,"A13A3C Casi todo el mundo toma medicamentos y sustancias por varias razones. Me podría decir si ha tomado, usado, probado... c) Sedantes y Barbitúricos"
Salud adultos,a13a3d,"A13A3D Casi todo el mundo toma medicamentos y sustancias por varias razones. Me podría decir si ha tomado, usado, probado... d) Anfetaminas o estimulantes"
Salud adultos,a13a4a,"A13A4A Principalmente, ¿Cómo ha usado (mencione medicamento o sustancia) fue... a) Opiáceos"
Salud adultos,a13a4b,"A13A4B Principalmente, ¿Cómo ha usado (mencione medicamento o sustancia) fue... b) Tranquilizantes"
Salud adultos,a13a4c,"A13A4C Principalmente, ¿Cómo ha usado (mencione medicamento o sustancia) fue... c) Sedantes y Barbitúricos"
Salud adultos,a13a4d,"A13A4D Principalmente, ¿Cómo ha usado (mencione medicamento o sustancia) fue... d) Anfetaminas o estimulantes"
Salud adultos,a13a5a,A13A5A ¿Qué edad tenía cuando usó (mencione medicamento o sustancia) sin prescripción médica por primera vez? a) Opiáceos
Salud adultos,a13a5b,A13A5B ¿Qué edad tenía cuando usasó (mencione medicamento o sustancia) sin prescripción médica por priemera vez? b) Tranquilizantes
Salud adultos,a13a5c,A13A5C ¿Qué edad tenía cuando usó (mencione medicamento o sustancia) sin prescripción médica por priemera vez? c) Sedantes y Barbitúricos
Salud adultos,a13a5d,A13A5D ¿Qué edad tenía cuando usó (mencione medicamento o sustancia) sin prescripción médica por priemera vez? d) Anfetaminas o estimulantes
Salud adultos,a13a6a,A13A6A ¿Cuántas veces en su vida ha usado (mencione medicamento o sustancia) sin prescripción médica? a) Opiáceos
Salud adultos,a13a6b,A13A6B ¿Cuántas veces en su vida ha usado (mencione medicamento o sustancia) sin prescripción médica? b) Tranquilizantes
Salud adultos,a13a6c,A13A6C ¿Cuántas veces en su vida ha usado (mencione medicamento o sustancia) sin prescripción médica? c) Sedantes y Barbitúricos
Salud adultos,a13a6d,A13A6D ¿Cuántas veces en su vida ha usado (mencione medicamento o sustancia) sin prescripción médica? d) Anfetaminas o estimulantes
Salud adultos,a13a7a,"A13A7A En los últimos 12 meses, ¿ha usado (mencione medicamento o sustancia) sin prescripción médica? a) Opiáceos"
Salud adultos,a13a7b,"A13A7B En los últimos 12 meses, ¿ha usado (mencione medicamento o sustancia) sin prescripción médica? b) Tranquilizantes"
Salud adultos,a13a7c,"A13A7C En los últimos 12 meses, ¿ha usado (mencione medicamento o sustancia) sin prescripción médica? c) Sedantes y Barbitúricos"
Salud adultos,a13a7d,"A13A7D En los últimos 12 meses, ¿ha usado (mencione medicamento o sustancia) sin prescripción médica? d) Anfetaminas o estimulantes"
Salud adultos,a13a8a,"A13A8A ¿Me podría decir si ha tomado, usado, probado... a) Mariguana"
Salud adultos,a13a8b,"A13A8B ¿Me podría decir si ha tomado, usado, probado... b) Cocaina"
Salud adultos,a13a8c,"A13A8C ¿Me podría decir si ha tomado, usado, probado... c) Crack"
Salud adultos,a13a8d,"A13A8D ¿Me podría decir si ha tomado, usado, probado... d) Alucinógenos"
Salud adultos,a13a8e,"A13A8E ¿Me podría decir si ha tomado, usado, probado... e) Inhalables"
Salud adultos,a13a8f,"A13A8F ¿Me podría decir si ha tomado, usado, probado... f) Heroína"
Salud adultos,a13a8g,"A13A8G ¿Me podría decir si ha tomado, usado, probado... g) Estimulantes"
Salud adultos,a13a8h,"A13A8H ¿Me podría decir si ha tomado, usado, probado... h) Otras drogas"
Salud adultos,a13a8i,"A13A8I ¿Me podría decir si ha tomado, usado, probado... i) Marihuana sintética"
Salud adultos,a13a9a,A13A9A ¿Qué edad tenía cuando usó (mencione sustancia) por priemera vez? a) Mariguana
Salud adultos,a13a9b,A13A9B ¿Qué edad tenía cuando usó (mencione sustancia) por priemera vez? b) Cocaina
Salud adultos,a13a9c,A13A9C ¿Qué edad tenía cuando usó (mencione sustancia) por priemera vez? c) Crack
Salud adultos,a13a9d,A13A9D ¿Qué edad tenía cuando usó (mencione sustancia) por priemera vez? d) Alucinógenos
Salud adultos,a13a9e,A13A9E ¿Qué edad tenía cuando usó (mencione sustancia) por priemera vez? e) Inhalables
Salud adultos,a13a9f,A13A9F ¿Qué edad tenía cuando usó (mencione sustancia) por priemera vez? f) Heroína
Salud adultos,a13a9g,A13A9G ¿Qué edad tenía cuando usó (mencione sustancia) por priemera vez? g) Estimulantes
Salud adultos,a13a9h,A13A9H ¿Qué edad tenía cuando usó (mencione sustancia) por priemera vez? h) Otras drogas
Salud adultos,a1401,A1401 ¿Usa anteojos o lentes de contacto?
Salud adultos,a1402,A1402 ¿Usa una prótesis auditiva?
Salud adultos,a1403a,"A1403A Cunado usa anteojos o lentes de contacto, ¿tiene dificultad para ver?"
Salud adultos,a1403b,A1403B ¿Tiene dificultades para ver?
Salud adultos,a1404a,"A1404A Cuando usa su(s) prótesis auditiva(s), ¿tiene dificultad para oír?"
Salud adultos,a1404b,A1404B ¿Tiene dificultades para oír?
Salud adultos,a1405,A1405 ¿Tiene dificultad para caminar o subir escalones?
Salud adultos,a1406,A1406 ¿Tiene dificultad para recordar o concentrarse?
Salud adultos,a1407,"A1407 ¿Tiene dificultad para el cuidado propio, tal como lavarse todo el cuerpo o vestirse?"
Salud adultos,a1408,"A1408 Usando su idioma habitual, ¿tiene dificultad para comunicarse, por ejemplo, entender a otros o hacerse entender?"
Salud adultos,a1501,"A1501 Actualmente, ¿cuál sería la mejor descripción de su memoria, usted diría que es muy buena, buena, moderada, ,ala o muy mala?"
Salud adultos,a1502,"A1502 Comparada con hace 12 meses, ¿Usted diría que su memoria actualmente es mejor, igual o peor que antes?"
Salud adultos,a1503,A1503 Cuenta total (número de animales mencionados correctamente)
Salud adultos,a1504,A1504 Número de errores (los errores incluyen cualquier cosa que no sea un animal)
Salud adultos,a1505,A1505 ¿Alguna vez un médico le ha diagnosticado... enfermedad de Alzheimer?
Salud adultos,a1506,A1506 ¿Alguna vez un médico le ha diagnosticado... Demencia vascular?
Salud adultos,a1507,A1507 ¿Alguna vez un médico le ha diagnosticado... Enfermedad de Parkinson?
Salud adultos,a1508,A1508 ¿Alguna vez un médico le ha diagnosticado... Demencia relacionada con el consumo de alcohol?
Salud adultos,a1601,"A1601 ¿Tiene alguna DIFICULTAD... para bañarse (lavarse con esponja, ducha o en bañera)?"
Salud adultos,a1602,A1602 ¿Tiene alguna DIFICULTAD... para vestirse?
Salud adultos,a1603,A1603 ¿Tiene alguna DIFICULTAD... para usar el sanitario?
Salud adultos,a1604,A1604 ¿Tiene alguna DIFICULTAD... para movilizarse?
Salud adultos,a1605,A1605 ¿Tiene alguna DIFICULTAD... para tener continencia urinaria o fecal (capacidad para controlar la orina o la materia fecal)?
Salud adultos,a1606,A1606 ¿Tiene alguna DIFICULTAD... para alimentarse?
Salud adultos,a1701,A1701 ¿Tiene alguna DIFICULTAD... para utilizar el teléfono?
Salud adultos,a1702,A1702 ¿Tiene alguna DIFICULTAD... para realizar compras?
Salud adultos,a1703,A1703 ¿Tiene alguna DIFICULTAD... para cocinar?
Salud adultos,a1704,A1704 ¿Tiene alguna DIFICULTAD... para realizar labores de la casa?
Salud adultos,a1705,A1705 ¿Tiene alguna DIFICULTAD... para lavar ropa?
Salud adultos,a1706,A1706 ¿Tiene alguna DIFICULTAD... para usar transporte?
Salud adultos,a1707,A1707 ¿Tiene alguna DIFICULTAD... para tomar sus medicamentos (si toma alguno o tuviera que tomar alguno)?
Salud adultos,a1708,A1708 ¿Tiene alguna DIFICULTAD... para manejar dinero?
Salud adultos,a1801,A1801 ¿Se ha caído en los últimos 12 meses?
Salud adultos,a1801a,A1801A ¿Cuántas veces se cayó?
Salud adultos,a1802,A1802 ¿Buscó atención en un servicio de salud a raíz de la caída (en el caso de haberse caído en más de una ocasión preguntar por la última vez que sucedió)?
Salud adultos,a1803,A1803 ¿En qué institución de salud se atendió o recibió atención (en el caso de haberse caído en más de una ocasión preguntar por la última vez que sucedió)?
Salud adultos,a1803e,A1803E Especifique:
Salud adultos,a1804,A1804 ¿Se ha fracturado algún(os) hueso(s) incluyendo la cadera en los últimos 12 meses?
Salud adultos,a1804a,A1804A ¿La fractura se debió a la osteoporosis?
Salud adultos,a1805,A1805 ¿Buscó atención en un servicio de salud a raíz de la fractura?
Salud adultos,a1806,A1806 ¿En qué institución de salud se atendió o recibió atención?
Salud adultos,a1806e,A1806E Especifique:
Salud adultos,a1807,A1807 ¿Alguna vez un médico le ha diagnosticado/dicho que tiene osteoporosis?
Salud adultos,a1901,A1901 ¿Qué tanta dificultad tiene para llevar o cargar 4.5 kilogramos?
Salud adultos,a1902,A1902 ¿Qué tanta dificultad tiene para cruzar caminando por un cuarto?
Salud adultos,a1903,A1903 ¿Qué tanta dificultad tiene para levantarse de una silla o cama?
Salud adultos,a1904,A1904 ¿Qué tanta dificultad tiene para subir 10 escalones?
Salud adultos,aedad,AEDAD ¿Cuántos años cumplidos tiene actualmente (NOMBRE) ?
Salud adultos,asexo,ASEXO ¿Cuál es el sexo de (NOMBRE) ?
Salud adultos,comentario,¿Algún comentario de la entrevista?
Salud adultos,completa,Resultado de Entrevista
Salud adultos,desc_ent,DESC_ENT
Salud adultos,desc_mun,DESC_MUN
Salud adultos,edad,Edad del Seleccionado
Salud adultos,entidad,Entidad
Salud adultos,est_sel,Estrato de seleccion
Salud adultos,estrato,Estrato urbanidad/ruralidad
Salud adultos,fech_nac,Fecha de Nacimiento
Salud adultos,fecha_fin,Fecha de Termino
Salud adultos,fecha_fin_1,Fecha termino 1
Salud adultos,fecha_fin_2,Fecha de Termino 2
Salud adultos,fecha_fin_3,Fecha de Termino 3
Salud adultos,fecha_fin_4,Fecha de Termino 4
Salud adultos,fecha_ini,Fecha de inicio
Salud adultos,fecha_ini_1,Fecha de Inicio 1
Salud adultos,fecha_ini_2,Fecha de Inicio 2
Salud adultos,fecha_ini_3,Fecha de Inicio 3
Salud adultos,fecha_ini_4,Fecha de Inicio 4
Salud adultos,h0406,4.6 ¿(USTED/NOMBRE) fue atendido por esa necesidad de salud en alguna institución de salud (pública o privada) o con algún practicante tradicional?
Salud adultos,hora_fin,Hora de termino
Salud adultos,hora_fin_1,Hora termino 1
Salud adultos,hora_fin_2,Hora de Termino 2
Salud adultos,hora_fin_3,Hora de Termino 3
Salud adultos,hora_fin_4,Hora de Termino 4
Salud adultos,hora_ini,Hora de Inicio
Salud adultos,hora_ini_1,Hora de Inicio 1
Salud adultos,hora_ini_2,Hora de Inicio 2
Salud adultos,hora_ini_3,Hora de Inicio 3
Salud adultos,hora_ini_4,Hora de Inicio 4
Salud adultos,maquina,Maquina
Salud adultos,meses,Meses edad
Salud adultos,municipio,Municipio/Alcaldia
Salud adultos,not011,NOTA011 USO DE SUSTANCIAS MÉDICAS
Salud adultos,nota001,NOTA001 X. PROGRAMAS PREVENTIVOS
Salud adultos,nota002,NOTA002 XI. ACCIDENTES
Salud adultos,nota003,NOTA003 XII. ATAQUE Y VIOLENCIA PARA ADULTOS DE 20 AÑOS O MÁS
Salud adultos,nota004,NOTA004 Ahora le preguntaré sobre algún incidente de agresión o violencia que haya presentado
Salud adultos,nota005,NOTA005 XIII. FACTORES DE RIESGO
Salud adultos,nota006,NOTA006 TABACO Y ALCOHOL
Salud adultos,nota007,NOTA007 XIV. FUNCIONAMIENTO
Salud adultos,nota008,NOTA008 NOTA
Salud adultos,nota009,NOTA009 XIII.A USO DE SUSTANCIAS
Salud adultos,nota010,NOTA010 FENTANILO
Salud adultos,nota012,NOTA012 USO DE SUSTANCIAS NO MÉDICAS
Salud adultos,nota013,NOTA013 XV. EVALUACIÓN DE MEMORIA
Salud adultos,nota014,NOTA014
Salud adultos,nota015,NOTA015
Salud adultos,nota016,NOTA016
Salud adultos,nota017,NOTA017
Salud adultos,nota018,NOTA018
Salud adultos,nota019,NOTA019
Salud adultos,nota020,NOTA020
Salud adultos,nota021,NOTA021
Salud adultos,nota022,NOTA022
Salud adultos,nota023,NOTA023
Salud adultos,nota024,NOTA024
Salud adultos,nota025,NOTA025
Salud adultos,nota026,NOTA026
Salud adultos,nota027,NOTA027
Salud adultos,nota028,NOTA028
Salud adultos,nota030,NOTA030
Salud adultos,nota031,NOTA031
Salud adultos,nota032,NOTA032
Salud adultos,nota033,NOTA033
Salud adultos,nota034,NOTA034
Salud adultos,nota035,NOTA035
Salud adultos,nota036,NOTA036
Salud adultos,nota037,NOTA037
Salud adultos,nota040,NOTA040 NOTA
Salud adultos,nota041,NOTA041 NOTA
Salud adultos,nota042,NOTA042 XVI. ACTIVIDADES BÁSICAS DE LA VIDA DIARIA
Salud adultos,nota043,NOTA043 NOTA
Salud adultos,nota044,NOTA044 XVII. ACTIVIDADES INSTRUMENTALES DE LA VIDA DIARIA
Salud adultos,nota045,NOTA045 NOTA
Salud adultos,nota046,NOTA046 XVIII. CAÍDAS Y FRACTURAS
Salud adultos,nota047,NOTA047 XIX. SARCOPENIA (SARC-F)
Salud adultos,o_vac1,¿Existen Otras Vacunas?
Salud adultos,o_vac11,¿Existen Otras Vacunas?
Salud adultos,o_vac12,¿Existen Otras Vacunas?
Salud adultos,o_vac13,¿Existen Otras Vacunas?
Salud adultos,o_vac14,¿Existen Otras Vacunas?
Salud adultos,o_vac15,¿Existen Otras Vacunas?
Salud adultos,o_vac2,¿Existen Otras Vacunas?
Salud adultos,o_vac3,¿Existen Otras Vacunas?
Salud adultos,o_vac4,¿Existen Otras Vacunas?
Salud adultos,o_vac5,¿Existen Otras Vacunas?
Salud adultos,otroent,Especifique otro resultado de entrevista
Salud adultos,ponde_f,Ponderador
Salud adultos,resultado_1,Resultado de entrevista 1
Salud adultos,resultado_2,Resultado de entrevista 2
Salud adultos,resultado_3,Resultado de entrevista 3
Salud adultos,resultado_4,Resultado de entrevista 4
Salud adultos,sexo,Sexo del Seleccionado
Salud adultos,tiempo,Duración de la Entrevista
Salud adultos,tiempo1,Duración de la Entrevista 1
Salud adultos,tiempo2,Duración de la Entrevista 2
Salud adultos,tiempo3,Duración de la Entrevista 3
Salud adultos,tiempo4,Duración de la Entrevista 4
Salud adultos,upm,Unidad Primaria de Muestreo
Salud adultos,x_region,Region sugerida para el analisis
